author_id,author_name,institute_id,institute_name
81339515235,Qiong Luo,60008592,Hong Kong University of Science and Technology
81339515235,Qiong Luo,60025278,Tsinghua University
81484654594,Xiaojuan  Ma,60008592,Hong Kong University of Science and Technology
81484654594,Xiaojuan  Ma,60025778,"University of Michigan, Ann Arbor"
81556666156,Yang  Shi,60073652,Tongji University
81556666156,Yang  Shi,60017060,Central South University
81339540126,Yaoxue  Zhang,60025278,Tsinghua University
81339540126,Yaoxue  Zhang,60017060,Central South University
81408600293,Guojun  Wang,60025345,Guangzhou University
81408600293,Guojun  Wang,60017060,Central South University
81408600293,Guojun  Wang,60030398,Temple University
81408600293,Guojun  Wang,60031404,The University of Aizu
81408600293,Guojun  Wang,60008928,Hong Kong Polytechnic University
81470649905,Ronghua  Shi,60017060,Central South University
99658630885,Xing  Liang,60003892,Arizona State University
81100655096,Rainer C Splechtna,60006202,VRVis Research Center
81100655096,Rainer C Splechtna,60020304,"University of Maryland, College Park (UMD)"
99658770166,Alexandra  Diehl,60025525,University of Konstanz
99658770166,Alexandra  Diehl,60001563,University of Buenos Aires
99658770166,Alexandra  Diehl,60020304,"University of Maryland, College Park (UMD)"
81554544456,Mai H Elshehaly,60027090,Virginia Polytechnic Institute and State University
81554544456,Mai H Elshehaly,60020304,"University of Maryland, College Park (UMD)"
81544964956,Claudio A Delrieux,60013496,South National University
81544964956,Claudio A Delrieux,60020304,"University of Maryland, College Park (UMD)"
81100637283,Denis Gracanin,60027090,Virginia Polytechnic Institute and State University
81100637283,Denis Gracanin,60020304,"University of Maryland, College Park (UMD)"
81375609028,Krešimir  Matković,60006202,VRVis Research Center
81375609028,Krešimir  Matković,60020304,"University of Maryland, College Park (UMD)"
81375609028,Krešimir  Matković,60000251,IEEE
99659068906,Kouhei  Yasuda,60025272,The University of Tokyo
81410594549,Shigeo Takahashi,60031404,The University of Aizu
81410594549,Shigeo Takahashi,60025272,The University of Tokyo
81410594549,Shigeo Takahashi,60000251,IEEE
81440610884,Hsiangyun  Wu,60018163,Vienna University of Technology
81440610884,Hsiangyun  Wu,60025997,Keio University
81440610884,Hsiangyun  Wu,60025272,The University of Tokyo
81100511332,Quang Vinh Nguyen,60107806,"The MARCS Institute for Brain, Behaviour and Development"
81100511332,Quang Vinh Nguyen,60017803,Western Sydney University
81100511332,Quang Vinh Nguyen,60023932,University of Technology Sydney
81100077710,Simeon J Simoff,60017803,Western Sydney University
81100077710,Simeon J Simoff,60107806,"The MARCS Institute for Brain, Behaviour and Development"
81452599675,Yu  Qian,60004876,J. Craig Venter Institute
81452599675,Yu  Qian,60009415,The University of Texas at Dallas
81100079792,Maolin  Huang,60023932,University of Technology Sydney
81100079792,Maolin  Huang,60019533,Tianjin University
81100079792,Maolin  Huang,60026990,Tianjin University of Technology
81100079792,Maolin  Huang,60010571,"The University of Newcastle, Australia"
99658770290,Martin  Röhlig,60003615,University of Rostock
81100094349,H. Schumann,60003615,University of Rostock
81320496219,Ruth West,60024438,University of North Texas
81320496219,Ruth West,60027550,"University of California, Los Angeles"
81320496219,Ruth West,60030612,"University of California, San Diego"
99659067772,Meghan  Kajihara,60024438,University of North Texas
99658988047,Max  Parola,60024438,University of North Texas
99659067444,Kathryn  Hays,60024438,University of North Texas
99659068485,Luke  Hillard,60024438,University of North Texas
99659067913,Anne  Carlew,60024438,University of North Texas
99659068986,Jeremey  Deutsch,60024438,University of North Texas
99659068083,Brandon  Lane,60024438,University of North Texas
99658628447,Michelle  Holloway,60010261,Washington University in St. Louis
87658893257,Brendan John,60013959,University of Florida
87658893257,Brendan John,60001777,Rochester Institute of Technology
99658988516,Anahita  Sanandaji,60013402,Oregon State University
81100553787,Cindy Marie Grimm,60013402,Oregon State University
81100553787,Cindy Marie Grimm,60010261,Washington University in St. Louis
81100553787,Cindy Marie Grimm,60020547,Texas A&M University
81100553787,Cindy Marie Grimm,60022144,University of Central Florida
81100553787,Cindy Marie Grimm,60000251,IEEE
99659036087,Zheng  Huang,60032270,North Dakota State University
99659068000,Jed  Limke,60032270,North Dakota State University
81408600332,Jun  Kong,60032270,North Dakota State University
81408600332,Jun  Kong,60009415,The University of Texas at Dallas
99658765217,Muye  Yang,60022317,University of Macau
99658766518,Yina  Li,60018038,Nankai University
99658766563,Dongjin  Li,60018038,Nankai University
99659068785,Casey  Haber,60085748,University of San Francisco
99659068146,Lyndonong  Yiu,60085748,University of San Francisco
81339508109,Alark  Joshi,60085748,University of San Francisco
81339508109,Alark  Joshi,60005455,Yale University
81339508109,Alark  Joshi,60024997,"University of Maryland, Baltimore County (UMBC)"
81339508109,Alark  Joshi,60000251,IEEE
81442602782,Sophie Engle,60085748,University of San Francisco
81442602782,Sophie Engle,60014439,"University of California, Davis"
99659068491,Hui  Lei,60001338,Changsha University of Science and Technology
99659067824,Cong  Xie,60026415,Stony Brook University
99659068366,Pingping  Shang,60117933,"State Key Lab of CAD&CG, Zhejiang University"
99659068293,Fan  Zhang,60022195,Massachusetts Institute of Technology
99659068293,Fan  Zhang,60026282,Zhejiang University of Technology
81548161656,Weri  Chen,60117933,"State Key Lab of CAD&CG, Zhejiang University"
81548161656,Weri  Chen,60003970,Zhejiang University
81451598508,Qunsheng  Peng,60117933,"State Key Lab of CAD&CG, Zhejiang University"
81451598508,Qunsheng  Peng,60003970,Zhejiang University
81474695617,Tobias Ruppert,60027424,Fraunhofer Institute for Computer Graphics Research IGD
99658949790,Andreas  Bannach,60027424,Fraunhofer Institute for Computer Graphics Research IGD
81442607723,Jürgen Bernard,60012614,University of Zurich
81442607723,Jürgen Bernard,60010365,The University of British Columbia
81442607723,Jürgen Bernard,60027424,Fraunhofer Institute for Computer Graphics Research IGD
99658654866,Hendrik  Lücke-Tieke,60027424,Fraunhofer Institute for Computer Graphics Research IGD
99658657326,Alex  Ulmer,60027424,Fraunhofer Institute for Computer Graphics Research IGD
81332509409,Jörn  Kohlhammer,60027424,Fraunhofer Institute for Computer Graphics Research IGD
81332509409,Jörn  Kohlhammer,60011226,Technical University of Darmstadt
99659191638,Jiangen  He,60014662,Drexel University
99659191638,Jiangen  He,60020304,"University of Maryland, College Park (UMD)"
81100119664,Chaomei  Chen,60014662,Drexel University
81100119664,Chaomei  Chen,60004538,Dalian University of Technology
81100119664,Chaomei  Chen,60020623,Brunel University London
81100119664,Chaomei  Chen,60007573,Glasgow Caledonian University
99659068616,Wenqian  Ji,60010851,Hohai University
99659067476,Yan  Tang,60010851,Hohai University
99659068606,Pengju  Ma,60010851,Hohai University
99659068288,Shijie  Tang,60010851,Hohai University
99659068325,Zhipeng  Fang,60010851,Hohai University
99659068772,Xuan  Li,60112903,"Baidu, Inc."
81548022965,Tianjian  Chen,60112903,"Baidu, Inc."
81490644010,Lina  Zhang,60117933,"State Key Lab of CAD&CG, Zhejiang University"
81452595774,Kwan-Liu Ma,60014439,"University of California, Davis"
81452595774,Kwan-Liu Ma,60000251,IEEE
81452595774,Kwan-Liu Ma,60000854,NASA Langley Research Center
81452595774,Kwan-Liu Ma,60025488,The University of Utah
99659664633,Jinhui  Yu,60117933,"State Key Lab of CAD&CG, Zhejiang University"
99659068053,Lu  Xiong,60019533,Tianjin University
99659067653,Kai  Sun,60023813,Shanghai University
99659067563,Zongchao  Guo,60023813,Shanghai University
99659664742,Iliesa S Delai,60003883,Brigham Young University Hawaii
99659068939,Meilan  Jin,60006832,Brigham Young University
81430638972,Geoffrey M Draper,60003883,Brigham Young University Hawaii
81430638972,Geoffrey M Draper,60025488,The University of Utah
99659068113,Seimei  Matsusaki,60085748,University of San Francisco
99659067967,Xi  Han,60085748,University of San Francisco
99659068200,Xin  Kang,60001895,Ningbo University of Technology
99659068200,Xin  Kang,60014966,Peking University
99659068200,Xin  Kang,60012392,National Taipei University of Technology
99659068315,Yinan  Li,60005244,Southeast University
99659068936,Jian  Wang,60005244,Southeast University
99659068554,Daniel  Wilches,60008827,University of Wyoming
83059087157,Amy Banić,60008827,University of Wyoming
99659052542,Zhao Xiao,60019533,Tianjin University
99659052542,Zhao Xiao,60021200,East China Normal University
99659067654,Jie  Wu,60073652,Tongji University
99659068256,Guangxi  Chen,60073652,Tongji University
99659068830,Wang  Qian,60025084,Shanghai Jiao Tong University
99659067729,Xiao  Bing,60025084,Shanghai Jiao Tong University
81487640747,Vetria Laverne Byrd,60009254,Purdue University
81487640747,Vetria Laverne Byrd,60027086,The University of Alabama at Birmingham
81372593397,Joseph A Cottam,60023471,Pacific Northwest National Laboratory
81372593397,Joseph A Cottam,60021121,Indiana University Bloomington
99658767899,Koji  Kainou,60014256,University of Tsukuba
81100070397,Hotaka  Takizawa,60014256,University of Tsukuba
81100070397,Hotaka  Takizawa,60003497,Toyohashi University of Technology
99658769229,Mayumi  Aoyagi,60026600,Aichi University of Education
81309484223,Nobuo  Ezaki,60194074,"National Institute of Technology, Toba College"
99660176893,Shinji  Mizuno,60022804,Aichi Institute of Technology
99660176893,Shinji  Mizuno,60003497,Toyohashi University of Technology
81330495342,Christoph  Müller,60015815,University of Stuttgart
81336492267,Guido  Reina,60015815,University of Stuttgart
81332497603,Thomas Ertl,60015815,University of Stuttgart
81444600345,Michael  Krone,60017246,University of Tübingen
81444600345,Michael  Krone,60015815,University of Stuttgart
99658638712,Anatoly  Yelizarov,60007457,Lomonosov Moscow State University
81336489058,Dennis Yu Gamayunov,60007457,Lomonosov Moscow State University
99658638266,Brady  Cannon,60031318,Micron Technology Incorporated
99658638173,Minoti  Hiremath,60001456,Boise State University
81481649504,Cheryl  Jorcyk,60001456,Boise State University
81430601375,Tze Haw Huang,60023932,University of Technology Sydney
81444602443,Laiping  Zhao,60019533,Tianjin University
81444602443,Laiping  Zhao,60011047,Kyushu University
99658640147,Gao  Yi,60025272,The University of Tokyo
87958942257,Kazuyo  Mizuno,60025272,The University of Tokyo
81453634205,Hong  Zhou,60000937,Shenzhen University
81453634205,Hong  Zhou,60008592,Hong Kong University of Science and Technology
81487645560,Panpan  Xu,60076698,Bosch Research and Technology Center
81487645560,Panpan  Xu,60008592,Hong Kong University of Science and Technology
81100136462,Zhong  Ming,60000937,Shenzhen University
81100136462,Zhong  Ming,60003146,Henan University
81323497372,Haile  Vu,60019578,Monash University
81323497372,Haile  Vu,60030804,Swinburne University of Technology
99658640625,Jan  Wolter,60020238,University of Paderborn
81100449926,Uwe  Kastens,60020238,University of Paderborn
81100449926,Uwe  Kastens,60029428,"Karlsruhe Institute of Technology, Campus South"
99658641338,Kaimin  Chen,60012370,National Chiao Tung University Taiwan
81548026358,Sai Keung Wong,60012370,National Chiao Tung University Taiwan
81100425686,Paolo  Bottoni,60032350,Sapienza University of Rome
81100425686,Paolo  Bottoni,60030318,University of Milan
81350572984,Kamen D Kanev,60103680,Shizuoka University
81350572984,Kamen D Kanev,60002146,Ontario Tech University
81350572984,Kamen D Kanev,60031404,The University of Aizu
81100503196,Nikolay N Mirenkov,60031404,The University of Aizu
81100503196,Nikolay N Mirenkov,60017604,"Siberian Branch, Russian Academy of Sciences"
81552904056,Lei  Ren,60013789,Beihang University
81552904056,Lei  Ren,60001604,Ministry of Education China
99660111829,Jin  Cui,60013789,Beihang University
81470647228,Yi  Du,60019499,Chinese Academy of Sciences
81470647228,Yi  Du,60027363,University of Chinese Academy of Sciences
81100172122,Guozhong  Dai,60025256,Institute of Software Chinese Academy of Sciences
81100172122,Guozhong  Dai,60019499,Chinese Academy of Sciences
81100172122,Guozhong  Dai,60026638,Nokia Corporation
81100475245,Vincenzo Deufemia,60007061,University of Salerno
82459248057,Christopher  D'Souza,60010679,Australian Catholic University
82459248057,Christopher  D'Souza,60017803,Western Sydney University
81100317930,Athula  Ginige,60025709,The University of Sydney
81100317930,Athula  Ginige,60017803,Western Sydney University
81100317930,Athula  Ginige,60109537,Link Campus University
81479657628,Haifeng  Li,60019616,Harbin Institute of Technology
82459167457,Dayi  Yang,60019616,Harbin Institute of Technology
82459085757,Yangyang  Fu,60019616,Harbin Institute of Technology
82458947557,Hujie  Huang,60019616,Harbin Institute of Technology
82458827157,Hongyuan  Fang,60019616,Harbin Institute of Technology
81466644873,Mofei  Song,60033100,Nanjing University
82458781457,Feiqian  Zhang,60033100,Nanjing University
81375607623,Zhengxing  Sun,60033100,Nanjing University
81408596522,Yan  Zhang,60104079,Beijing Electronic Science and Technology Institute
81408596522,Yan  Zhang,60033100,Nanjing University
84460499457,Quan  Li,60025278,Tsinghua University
81550069356,Li  Chen,60025278,Tsinghua University
81350568307,Jun-Hai Yong,60025278,Tsinghua University
81472652484,Abhishek P Chhetri,60009415,The University of Texas at Dallas
99659528788,Eakta  Jain,60015272,Texas Instruments
99659528788,Eakta  Jain,60009415,The University of Texas at Dallas
82459080257,Chenghai  Zhang,60021200,East China Normal University
81549398556,Zaijia  Liu,60025278,Tsinghua University
81416606402,Xianjunsam  Zheng,60025278,Tsinghua University
81416606402,Xianjunsam  Zheng,60084261,Siemens USA
82458982257,Mingyang  Wu,60025278,Tsinghua University
82458977257,Rui  Dong,60025278,Tsinghua University
81549374356,Kaiping  Peng,60025278,Tsinghua University
81375593142,Jie  Liang,60023932,University of Technology Sydney
81375593142,Jie  Liang,60014966,Peking University
81375593142,Jie  Liang,60022281,Beijing University of Technology
81500642052,Rossella  Aiello,60007061,University of Salerno
81100355192,Giancarlo  Nota,60007061,University of Salerno
81100149457,Gennaro  Costagliola,60007061,University of Salerno
81100149457,Gennaro  Costagliola,60000251,IEEE
82458760257,Fabrizio  Torre,60007061,University of Salerno
82458612157,Waihou  Ao,60022317,University of Macau
82459058457,Mattia  de Rosa,60007061,University of Salerno
81339499356,Andrew  Fish,60007919,University of Brighton
81315488598,Vittorio  Fuccella,60007061,University of Salerno
82459181257,Chenxi  Li,60033100,Nanjing University
82458777657,Yejia  Zhang,60033100,Nanjing University
82459145257,Tianyang  Liu,60032530,University of Tours
81339491153,Fatma  Bouali,60104665,University of Lille
81339491153,Fatma  Bouali,60032530,University of Tours
81100271205,Gilles  Venturini,60032530,University of Tours
81100271205,Gilles  Venturini,60024652,Paris-Sud University
81453651594,William  Plant,60014551,Aston University
81324493315,Gerald  Schaefer,60000891,Loughborough University
81324493315,Gerald  Schaefer,60014551,Aston University
81324493315,Gerald  Schaefer,60006029,Nottingham Trent University
81324493315,Gerald  Schaefer,60000112,University of East Anglia
81550168756,Ning  Li,60031031,Shandong University
81548917056,Zhifang  Jiang,60031031,Shandong University
82458926857,Zixiang  Liu,60031031,Shandong University
81322501374,Xiangxu  Meng,60031031,Shandong University
81322501374,Xiangxu  Meng,60001604,Ministry of Education China
82459232057,Xiaoting  Bi,60031031,Shandong University
81540747756,Shenghui  Cheng,60031031,Shandong University
82459188557,Gerry  Derksen,60026305,Winthrop University
81363600690,Stan  Ruecker,60000745,University of Illinois Urbana-Champaign
81363600690,Stan  Ruecker,60032949,IIT Research Institute
81363600690,Stan  Ruecker,60030835,University of Alberta
82458635157,Tim  Causer,60022148,University College London
81548023973,Melissa M Terras,60027272,The University of Edinburgh
81548023973,Melissa M Terras,60022148,University College London
99659643290,Yingqing  Xu,60025278,Tsinghua University
81100264735,Michelle Xue Zhou,60031706,Utah State University
81100264735,Michelle Xue Zhou,60009253,IBM Research - Almaden
81100264735,Michelle Xue Zhou,60011048,IBM Research
81100264735,Michelle Xue Zhou,60021293,International Business Machines
81388592076,Jing  Fan,60026282,Zhejiang University of Technology
81388592076,Jing  Fan,60117751,"College of Computer Science and Technology, Zhejiang University"
81508690581,Xiaoying  Shi,60026282,Zhejiang University of Technology
81549289956,Zhan  Zhou,60026282,Zhejiang University of Technology
81388598707,Ying  Tang,60026282,Zhejiang University of Technology
81339498581,Xiaoping  Fan,60017060,Central South University
81339498581,Xiaoping  Fan,60109026,Hunan University of Finance and Economics
81549340856,Ruobo  Xin,60031031,Shandong University
99659739027,Chuang  Lin,60025278,Tsinghua University
99659739027,Chuang  Lin,60104026,Tsinghua National Laboratory for Information Science and Technology
99659747465,Lei  Shi,60025256,Institute of Software Chinese Academy of Sciences
99659747465,Lei  Shi,60019499,Chinese Academy of Sciences
81100484491,Shimei  Pan,60020304,"University of Maryland, College Park (UMD)"
81100484491,Shimei  Pan,60024997,"University of Maryland, Baltimore County (UMBC)"
81442597296,Weihong  Qian,60107937,IBM China Company Limited
81442597296,Weihong  Qian,60022933,IBM Research - China
81442597296,Weihong  Qian,60011048,IBM Research
81548713556,Dongxu  Duan,60022933,IBM Research - China
81548713556,Dongxu  Duan,60107937,IBM China Company Limited
81549326956,Jared  Shenson,60003915,Vanderbilt University
81504684109,Alark  Joshi,60001456,Boise State University
81548522456,Xiaojuan  Liu,60023237,Beijing Normal University
81100220220,Xia Lin,60014662,Drexel University
81100220220,Xia Lin,60020304,"University of Maryland, College Park (UMD)"
81100220220,Xia Lin,60022559,Pace University
81474659807,Tuannhon  Dang,60027561,University of Illinois at Chicago
81100304143,Leland K Wilkinson,60027561,University of Illinois at Chicago
81100304143,Leland K Wilkinson,60007363,Northwestern University
81548739656,Li  Yu,60006951,The University of North Carolina at Charlotte
81453614419,Jiawan  Zhang,60019533,Tianjin University
99659918096,Peng  Ye,60010432,Soochow University
81549269856,Chenming  Pang,60021200,East China Normal University
81549576556,Cong  Chen,60009415,The University of Texas at Dallas
81548735956,Roy Chi Kit Chan,60022317,University of Macau
81548349256,Kewei  Yang,60033100,Nanjing University
81549407256,Jie  Zhou,60033100,Nanjing University
99659380172,Yi  Li,60033100,Nanjing University
81467663707,Xianlin  Hu,60006951,The University of North Carolina at Charlotte
81435599709,Lane T Harrison,60011410,Worcester Polytechnic Institute
81435599709,Lane T Harrison,60023143,Tufts University
81435599709,Lane T Harrison,60006951,The University of North Carolina at Charlotte
81548355456,Huaguang  Song,60013813,"University of the Pacific, California"
81100132506,Jinzhu  Gao,60013813,"University of the Pacific, California"
81100132506,Jinzhu  Gao,60005745,University of Minnesota System
81100132506,Jinzhu  Gao,60024266,Oak Ridge National Laboratory
81100132506,Jinzhu  Gao,60000251,IEEE
81100132506,Jinzhu  Gao,60003500,The Ohio State University
81549254156,Shuqing  Liu,60019533,Tianjin University
81549254156,Shuqing  Liu,60025278,Tsinghua University
81548996956,Jiang  Jian,60025278,Tsinghua University
81548461556,Guanmin  Liu,60025278,Tsinghua University
81100080630,Weidong Huang,60023932,University of Technology Sydney
81100080630,Weidong Huang,60030804,Swinburne University of Technology
81100080630,Weidong Huang,60015356,University of Tasmania
81100227371,Chuncheng  Lin,60199493,National Yang Ming Chiao Tung University
81100227371,Chuncheng  Lin,60012370,National Chiao Tung University Taiwan
81100227371,Chuncheng  Lin,60104521,University of Taipei
81467645327,Xiaoyu  Wang,60006951,The University of North Carolina at Charlotte
81100084142,Eric A. Bier,60028487,Palo Alto Research Center Incorporated
81100084142,Eric A. Bier,60025038,"University of California, Berkeley"
81367590837,Thomas James Butkiewicz,60027646,University System of New Hampshire
81367590837,Thomas James Butkiewicz,60027576,University of New Hampshire Durham
81100028256,William  Ribarsky,60006951,The University of North Carolina at Charlotte
81100028256,William  Ribarsky,60000251,IEEE
81100028256,William  Ribarsky,60019647,Georgia Institute of Technology
81100028256,William  Ribarsky,60015099,Georgia Tech Research Institute
81414604610,Wenwen  Dou,60006951,The University of North Carolina at Charlotte
81466645302,Cheongiao  Pang,60022317,University of Macau
81487645436,Felix Hon Hou Cheang,60022317,University of Macau
81487644992,Takashi  Yuki,60014256,University of Tsukuba
81542207356,Zhirong  Zeng,60019499,Chinese Academy of Sciences
81487643126,Kun  Wang,60022381,Beijing Jiaotong University
81384607002,Dongxing  Teng,60025256,Institute of Software Chinese Academy of Sciences
81384607002,Dongxing  Teng,60019499,Chinese Academy of Sciences
81100220294,Hong'an  Wang,60025256,Institute of Software Chinese Academy of Sciences
81100220294,Hong'an  Wang,60118460,Alibaba Group Holding Limited
81487645949,Yuri  Saito,60007912,Ochanomizu University
81487652857,Yasuhiko  Sota,60026275,Shimane University
81487646379,Keisuke  Yamamoto,60026275,Shimane University
81100170303,Masahito  Hirakawa,60026275,Shimane University
81100170303,Masahito  Hirakawa,60030788,Hiroshima University
81430655874,Anna  Wu,60001439,Pennsylvania State University
81430655874,Anna  Wu,60025278,Tsinghua University
81487647520,Xin  Yan,60001439,Pennsylvania State University
81316491376,Xiaolong(Luke)  Zhang,60001439,Pennsylvania State University
81316491376,Xiaolong(Luke)  Zhang,60013268,Taiyuan University of Technology
81316491376,Xiaolong(Luke)  Zhang,60014662,Drexel University
81316491376,Xiaolong(Luke)  Zhang,60010065,The University of Arizona
81100106876,Feng  Tian,60025256,Institute of Software Chinese Academy of Sciences
81100106876,Feng  Tian,60019499,Chinese Academy of Sciences
81100130420,Xiang  Cao,60114381,"Lenovo Group, China"
81100130420,Xiang  Cao,60098464,Microsoft Research Asia
81100130420,Xiang  Cao,60021726,Microsoft Research
81100130420,Xiang  Cao,60098463,Microsoft Research Cambridge
81100130420,Xiang  Cao,60023004,University of Delaware
81484645699,Fei Lyu,60016930,Beijing University of Posts and Telecommunications
81484645699,Fei Lyu,60025256,Institute of Software Chinese Academy of Sciences
81408600520,Philip Trevor Cox,60015913,Dalhousie University
81408600520,Philip Trevor Cox,60014171,University of Waterloo
81100654649,Simon  Gauvin,60015913,Dalhousie University
81487652078,Jian  Shi,60019499,Chinese Academy of Sciences
81550008956,Ying  Qiao,60025256,Institute of Software Chinese Academy of Sciences
81550008956,Ying  Qiao,60019499,Chinese Academy of Sciences
81487649595,Yi  Zhang,60019533,Tianjin University
81467659085,Lei  Fu,60019533,Tianjin University
81487640674,Qinghui  Guo,60019533,Tianjin University
81418594635,Jie  Hao,60009415,The University of Texas at Dallas
81487651695,Jiansu  Pu,60008592,Hong Kong University of Science and Technology
81100228981,Weiwei  Cui,60098464,Microsoft Research Asia
81100228981,Weiwei  Cui,60021726,Microsoft Research
81100228981,Weiwei  Cui,60008592,Hong Kong University of Science and Technology
88159345257,Siyuan  Liu,60027950,Carnegie Mellon University
88159345257,Siyuan  Liu,60001439,Pennsylvania State University
88159345257,Siyuan  Liu,60116247,Penn State Smeal College of Business
81100358196,Lionel Ming Shuan Ni,60008592,Hong Kong University of Science and Technology
81100358196,Lionel Ming Shuan Ni,60022317,University of Macau
81100358196,Lionel Ming Shuan Ni,60025084,Shanghai Jiao Tong University
81479650318,Yu  Su,60017536,Southern Methodist University
81409595451,Margaret H Dunham,60017536,Southern Methodist University
81409595451,Margaret H Dunham,60021918,University of Virginia
81502758188,Liang  Gou,60076698,Bosch Research and Technology Center
81502758188,Liang  Gou,60095780,Visa Inc.
81502758188,Liang  Gou,60009253,IBM Research - Almaden
81502758188,Liang  Gou,60001439,Pennsylvania State University
81351599219,Fang  You,60021182,Sun Yat-Sen University
81487643456,Jun  Guo,60021182,Sun Yat-Sen University
81487650203,Luqi  Wu,60021182,Sun Yat-Sen University
81100482168,SuTe  Lei,60009415,The University of Texas at Dallas
81332504463,James D Hollan,60030612,"University of California, San Diego"
81332504463,James D Hollan,60020304,"University of Maryland, College Park (UMD)"
81100083927,Ben Bederson,60020304,"University of Maryland, College Park (UMD)"
81100083927,Ben Bederson,60031278,"RISE, Swedish Institute of Computer Science"
81100495902,CÉcile Laurance Paris,60108057,CSIRO Data61
81100495902,CÉcile Laurance Paris,60019544,Macquarie University
81100495902,CÉcile Laurance Paris,60029470,Commonwealth Scientific and Industrial Research Organization
81100549711,Shengfeng  Qin,60004636,Northumbria University
81100549711,Shengfeng  Qin,60020623,Brunel University London
81470646542,Shaorong  Wang,60014966,Peking University
99659385433,Yisong  Chen,60014966,Peking University
