paper,year,venue,value
10.1145/1865841.1865848,2010,TVCG,3
10.1145/1865841.1865848,2010,VIS,4
10.1145/1865841.1865848,2010,,10
10.1145/1865841.1865848,2010,SIGGRAPH,1
10.1145/1865841.1865849,2010,,10
10.1145/1865841.1865849,2010,TOG,1
10.1145/1865841.1865849,2010,Proceedings of Graphics Interface,1
10.1145/1865841.1865849,2010,SIGGRAPH,1
10.1145/1865841.1865850,2010,SIGGRAPH,1
10.1145/1865841.1865850,2010,TOG,1
10.1145/1865841.1865850,2010,,7
10.1145/1865841.1865850,2010,GI,1
10.1145/1865841.1865852,2010,,7
10.1145/1865841.1865852,2010,VIS,2
10.1145/1865841.1865852,2010,InfoVis,1
10.1145/1865841.1865853,2010,,16
10.1145/1865841.1865853,2010,VIS,4
10.1145/1865841.1865853,2010,TOG,1
10.1145/1865841.1865853,2010,CHI,1
10.1145/1865841.1865853,2010,InfoVis,1
10.1145/1865841.1865854,2010,GD,7
10.1145/1865841.1865854,2010,LNCS,1
10.1145/1865841.1865854,2010,,11
10.1145/1865841.1865854,2010,TVCG,1
10.1145/1865841.1865854,2010,Information Visualization,2
10.1145/1865841.1865854,2010,VIS,1
10.1145/1865841.1865856,2010,,24
10.1145/1865841.1865857,2010,,9
10.1145/1865841.1865857,2010,ITS,1
10.1145/1865841.1865858,2010,,11
10.1145/1865841.1865858,2010,VL/HCC,1
10.1145/1865841.1865858,2010,GI,1
10.1145/1865841.1865860,2010,,25
10.1145/1865841.1865860,2010,Information Visualization,1
10.1145/1865841.1865860,2010,CG&A,1
10.1145/1865841.1865860,2010,InfoVis,2
10.1145/1865841.1865861,2010,,20
10.1145/1865841.1865861,2010,IJCV,1
10.1145/1865841.1865861,2010,TVCG,1
10.1145/1865841.1865861,2010,CHI,3
10.1145/1865841.1865861,2010,Information Visualization,1
10.1145/1865841.1865861,2010,ICPP,1
10.1145/1865841.1865861,2010,VIS,1
10.1145/1865841.1865861,2010,UIST,1
10.1145/1865841.1865862,2010,,9
10.1145/1865841.1865862,2010,TVCG,2
10.1145/1865841.1865864,2010,,12
10.1145/1865841.1865864,2010,GI,1
10.1145/1865841.1865865,2010,CHI,6
10.1145/1865841.1865865,2010,,24
10.1145/1865841.1865865,2010,CSCW,1
10.1145/1865841.1865865,2010,GI,3
10.1145/1865841.1865865,2010,UIST,3
10.1145/1865841.1865865,2010,GD,1
10.1145/1865841.1865865,2010,TVCG,1
10.1145/1865841.1865865,2010,InfoVis,2
10.1145/1865841.1865865,2010,SIGGRAPH,1
10.1145/1865841.1865866,2010,LNCS,1
10.1145/1865841.1865866,2010,,14
10.1145/1865841.1865866,2010,WWW,2
10.1145/1865841.1865866,2010,JVLC,1
10.1145/1865841.1865868,2010,TVCG,3
10.1145/1865841.1865868,2010,,13
10.1145/1865841.1865868,2010,CG&A,1
10.1145/1865841.1865868,2010,Information Visualization,3
10.1145/1865841.1865868,2010,SIGKDD,1
10.1145/1865841.1865868,2010,CHI,1
10.1145/1865841.1865869,2010,,27
10.1145/1865841.1865869,2010,SMC,1
10.1145/1865841.1865869,2010,IJHCS,1
10.1145/1865841.1865869,2010,CIKM,1
10.1145/1865841.1865869,2010,KDD,1
10.1145/1865841.1865869,2010,GI,2
10.1145/1865841.1865870,2010,,47
10.1145/1865841.1865870,2010,CHI,2
10.1145/1865841.1865870,2010,VAST,1
10.1145/1865841.1865870,2010,CSCW,1
10.1145/1865841.1865870,2010,LNCS,2
10.1145/1865841.1865870,2010,SIGGRAPH,1
10.1145/1865841.1865870,2010,TOG,1
10.1145/1865841.1865870,2010,GI,2
10.1145/1865841.1865870,2010,IJHCS,1
10.1145/2016656.2016657,2011,,19
10.1145/2016656.2016657,2011,CGF,1
10.1145/2016656.2016657,2011,CHI,1
10.1145/2016656.2016658,2011,,12
10.1145/2016656.2016658,2011,TVCG,1
10.1145/2016656.2016659,2011,,9
10.1145/2016656.2016660,2011,IV,2
10.1145/2016656.2016660,2011,,7
10.1145/2016656.2016660,2011,TVCG,2
10.1145/2016656.2016660,2011,WWW,1
10.1145/2016656.2016660,2011,UIST,2
10.1145/2016656.2016660,2011,CHI,3
10.1145/2016656.2016660,2011,VIS,1
10.1145/2016656.2016661,2011,,8
10.1145/2016656.2016661,2011,InfoVis,1
10.1145/2016656.2016662,2011,,15
10.1145/2016656.2016663,2011,,28
10.1145/2016656.2016663,2011,GI,1
10.1145/2016656.2016664,2011,CHI,12
10.1145/2016656.2016664,2011,UIST,3
10.1145/2016656.2016664,2011,,9
10.1145/2016656.2016665,2011,,29
10.1145/2016656.2016666,2011,,17
10.1145/2016656.2016667,2011,TVCG,3
10.1145/2016656.2016667,2011,,8
10.1145/2016656.2016667,2011,JVLC,1
10.1145/2016656.2016667,2011,InfoVis,2
10.1145/2016656.2016667,2011,Information Visualization,1
10.1145/2016656.2016667,2011,IV,1
10.1145/2016656.2016667,2011,UIST,1
10.1145/2016656.2016667,2011,VIS,1
10.1145/2016656.2016667,2011,TOG,1
10.1145/2016656.2016668,2011,,29
10.1145/2016656.2016668,2011,Information Visualization,1
10.1145/2016656.2016668,2011,InfoVis,1
10.1145/2016656.2016669,2011,,22
10.1145/2016656.2016670,2011,,24
10.1145/2016656.2016671,2011,,50
10.1145/2016656.2016671,2011,CHI,1
10.1145/2016656.2016672,2011,TVCG,2
10.1145/2016656.2016672,2011,,17
10.1145/2016656.2016672,2011,Information Visualization,3
10.1145/2016656.2016672,2011,CG&A,1
10.1145/2016656.2016672,2011,IV,1
10.1145/2016656.2016672,2011,InfoVis,1
10.1145/2016656.2016672,2011,CHI,1
10.1145/2397696.2397697,2012,,22
10.1145/2397696.2397698,2012,,14
10.1145/2397696.2397698,2012,InfoVis,1
10.1145/2397696.2397698,2012,CG&A,1
10.1145/2397696.2397698,2012,LNCS,1
10.1145/2397696.2397698,2012,TVCG,2
10.1145/2397696.2397699,2012,,12
10.1145/2397696.2397699,2012,VIS,1
10.1145/2397696.2397699,2012,InfoVis,2
10.1145/2397696.2397700,2012,,23
10.1145/2397696.2397701,2012,,38
10.1145/2397696.2397701,2012,CIKM,1
10.1145/2397696.2397702,2012,,7
10.1145/2397696.2397702,2012,TVCG,2
10.1145/2397696.2397703,2012,,15
10.1145/2397696.2397704,2012,TVCG,1
10.1145/2397696.2397704,2012,,31
10.1145/2397696.2397705,2012,,9
10.1145/2397696.2397706,2012,,12
10.1145/2397696.2397706,2012,VIS,1
10.1145/2397696.2397707,2012,,31
10.1145/2397696.2397708,2012,,12
10.1145/2397696.2397709,2012,,13
10.1145/2397696.2397710,2012,,16
10.1145/2397696.2397711,2012,,15
10.1145/2397696.2397712,2012,GD,1
10.1145/2397696.2397712,2012,,8
10.1145/2397696.2397712,2012,JVLC,1
10.1145/2493102.2493103,2013,,33
10.1145/2493102.2493103,2013,GI,2
10.1145/2493102.2493104,2013,,15
10.1145/2493102.2493104,2013,TVCG,1
10.1145/2493102.2493104,2013,VIS,1
10.1145/2493102.2493105,2013,,25
10.1145/2493102.2493106,2013,,20
10.1145/2493102.2493106,2013,GI,2
10.1145/2493102.2493107,2013,,22
10.1145/2493102.2493108,2013,,21
10.1145/2493102.2493109,2013,,17
10.1145/2493102.2493109,2013,VIS,1
10.1145/2493102.2493109,2013,TOG,1
10.1145/2493102.2493110,2013,,17
10.1145/2493102.2493110,2013,PLOS ONE,1
10.1145/2493102.2493111,2013,,34
10.1145/2493102.2493111,2013,PAMI,1
10.1145/2493102.2493112,2013,,17
10.1145/2493102.2493112,2013,TOG,1
10.1145/2493102.2493112,2013,Information Visualization,1
10.1145/2493102.2493112,2013,InfoVis,3
10.1145/2493102.2493112,2013,GI,1
10.1145/2493102.2493112,2013,VIS,1
10.1145/2493102.2493113,2013,,23
10.1145/2493102.2493114,2013,,8
10.1145/2493102.2493114,2013,VIS,1
10.1145/2493102.2493114,2013,CHI,1
10.1145/2493102.2493116,2013,,6
10.1145/2493102.2493118,2013,,3
10.1145/2493102.2493119,2013,,6
10.1145/2493102.2493120,2013,,6
10.1145/2493102.2493121,2013,,4
10.1145/2493102.2493121,2013,VISIGRAPP ,1
10.1145/2493102.2493122,2013,,3
10.1145/2493102.2493122,2013,VINCI,1
10.1145/2493102.2493122,2013,TVCG,1
10.1145/2493102.2493122,2013,GI,1
10.1145/2636240.2636844,2014,,46
10.1145/2636240.2636844,2014,IV,1
10.1145/2636240.2636844,2014,GI,5
10.1145/2636240.2636844,2014,CHI,2
10.1145/2636240.2636844,2014,IUI,2
10.1145/2636240.2636844,2014,Information Visualization,2
10.1145/2636240.2636844,2014,VIS,1
10.1145/2636240.2636850,2014,,15
10.1145/2636240.2636850,2014,TVCG,2
10.1145/2636240.2636850,2014,GD,1
10.1145/2636240.2636850,2014,InfoVis,4
10.1145/2636240.2636850,2014,CGF,1
10.1145/2636240.2636850,2014,TOG,1
10.1145/2636240.2636841,2014,,18
10.1145/2636240.2636841,2014,TOG,1
10.1145/2636240.2636841,2014,PacificVis,1
10.1145/2636240.2636841,2014,InfoVis,3
10.1145/2636240.2636841,2014,VIS,1
10.1145/2636240.2636841,2014,ICML,1
10.1145/2636240.2636841,2014,Information Visualization,1
10.1145/2636240.2636839,2014,,14
10.1145/2636240.2636839,2014,TVCG,3
10.1145/2636240.2636839,2014,VL/HCC,1
10.1145/2636240.2636839,2014,GRAPP,1
10.1145/2636240.2636839,2014,CGF,3
10.1145/2636240.2636839,2014,VISIGRAPP ,1
10.1145/2636240.2636839,2014,GD,1
10.1145/2636240.2636839,2014,SMC,1
10.1145/2636240.2636858,2014,ECCV,2
10.1145/2636240.2636858,2014,SODA,1
10.1145/2636240.2636858,2014,NIPS,1
10.1145/2636240.2636858,2014,,9
10.1145/2636240.2636858,2014,SIGGRAPH,1
10.1145/2636240.2636858,2014,TVCG,3
10.1145/2636240.2636858,2014,CGF,2
10.1145/2636240.2636858,2014,PacificVis,1
10.1145/2636240.2636858,2014,PAMI,1
10.1145/2636240.2636858,2014,GI,1
10.1145/2636240.2636858,2014,ICCV,2
10.1145/2636240.2636858,2014,VAST,1
10.1145/2636240.2636854,2014,,21
10.1145/2636240.2636854,2014,InfoVis,1
10.1145/2636240.2636854,2014,VIS,4
10.1145/2636240.2636854,2014,IV,1
10.1145/2636240.2636854,2014,CGF,3
10.1145/2636240.2636854,2014,GD,2
10.1145/2636240.2636854,2014,Information Visualization,1
10.1145/2636240.2636843,2014,GI,3
10.1145/2636240.2636843,2014,VIS,1
10.1145/2636240.2636843,2014,,6
10.1145/2636240.2636843,2014,JVLC,1
10.1145/2636240.2636843,2014,VL/HCC,3
10.1145/2636240.2636843,2014,Information Visualization,1
10.1145/2636240.2636840,2014,VL/HCC,4
10.1145/2636240.2636840,2014,,18
10.1145/2636240.2636840,2014,IJHCS,2
10.1145/2636240.2636840,2014,TOIS,1
10.1145/2636240.2636840,2014,JVLC,1
10.1145/2636240.2636840,2014,Proceedings of Graphics Interface,1
10.1145/2636240.2636840,2014,CHI,1
10.1145/2636240.2636846,2014,,18
10.1145/2636240.2636846,2014,SIGGRAPH,5
10.1145/2636240.2636846,2014,CADCG,1
10.1145/2636240.2636846,2014,IEEE VR,1
10.1145/2636240.2636846,2014,CG&A,2
10.1145/2636240.2636846,2014,CGF,1
10.1145/2636240.2636846,2014,GI,1
10.1145/2636240.2636846,2014,CHI,2
10.1145/2636240.2636846,2014,ACM Multimedia,1
10.1145/2636240.2636846,2014,TOG,1
10.1145/2636240.2636855,2014,,26
10.1145/2636240.2636855,2014,VINCI,1
10.1145/2636240.2636855,2014,JVLC,1
10.1145/2636240.2636855,2014,GI,3
10.1145/2636240.2636855,2014,IUI,2
10.1145/2636240.2636855,2014,SIGGRAPH,1
10.1145/2636240.2636855,2014,CHI,2
10.1145/2636240.2636842,2014,,15
10.1145/2636240.2636842,2014,HICSS,1
10.1145/2636240.2636842,2014,VIS,1
10.1145/2636240.2636842,2014,Information Visualization,1
10.1145/2636240.2636842,2014,TVCG,1
10.1145/2636240.2636847,2014,,13
10.1145/2636240.2636857,2014,,19
10.1145/2636240.2636857,2014,TVCG,1
10.1145/2636240.2636857,2014,VINCI,1
10.1145/2636240.2636857,2014,CHI,1
10.1145/2636240.2636857,2014,VIS,1
10.1145/2636240.2636857,2014,UIST,1
10.1145/2636240.2636845,2014,,8
10.1145/2636240.2636845,2014,CG&A,1
10.1145/2636240.2636845,2014,TVCG,1
10.1145/2636240.2636845,2014,KDD,7
10.1145/2636240.2636845,2014,CHI,1
10.1145/2636240.2636845,2014,AAAI,1
10.1145/2636240.2636845,2014,CIKM,1
10.1145/2636240.2636845,2014,SIGIR,1
10.1145/2636240.2636856,2014,,25
10.1145/2636240.2636856,2014,GI,3
10.1145/2636240.2636856,2014,CHI,1
10.1145/2636240.2636853,2014,,34
10.1145/2636240.2636853,2014,CHI,3
10.1145/2636240.2636853,2014,DIS,1
10.1145/2636240.2636853,2014,HICSS,1
10.1145/2636240.2636853,2014,TVCG,1
10.1145/2636240.2636838,2014,TVCG,6
10.1145/2636240.2636838,2014,,20
10.1145/2636240.2636838,2014,Information Visualization,2
10.1145/2636240.2636838,2014,GD,2
10.1145/2636240.2636838,2014,JVLC,2
10.1145/2636240.2636838,2014,CGF,1
10.1145/2636240.2636838,2014,InfoVis,1
10.1145/2636240.2636848,2014,,22
10.1145/2636240.2636848,2014,LNCS,1
10.1145/2636240.2636848,2014,InfoVis,1
10.1145/2636240.2636848,2014,IV,1
10.1145/2636240.2636848,2014,CHI,1
10.1145/2636240.2636848,2014,GD,1
10.1145/2636240.2636848,2014,GI,1
10.1145/2636240.2636848,2014,VIS,1
10.1145/2636240.2636848,2014,TVCG,1
10.1145/2636240.2636848,2014,Information Visualization,1
10.1145/2636240.2636851,2014,,24
10.1145/2636240.2636851,2014,CHI,1
10.1145/2636240.2636851,2014,SIGGRAPH,1
10.1145/2636240.2636851,2014,IV,1
10.1145/2636240.2636852,2014,CHI,1
10.1145/2636240.2636852,2014,TVCG,1
10.1145/2636240.2636852,2014,,19
10.1145/2636240.2636852,2014,JCGS,2
10.1145/2636240.2636852,2014,PacificVis,1
10.1145/2636240.2636852,2014,IV,2
10.1145/2636240.2636852,2014,Information Visualization,3
10.1145/2636240.2636849,2014,,5
10.1145/2636240.2636849,2014,TOG,2
10.1145/2636240.2636849,2014,Information Visualization,1
10.1145/2636240.2636849,2014,SIGGRAPH,1
10.1145/2801040.2801054,2015,,16
10.1145/2801040.2801054,2015,WSDM,1
10.1145/2801040.2801054,2015,VIS,4
10.1145/2801040.2801054,2015,TVCG,6
10.1145/2801040.2801054,2015,VAST,3
10.1145/2801040.2801054,2015,GI,1
10.1145/2801040.2801054,2015,CGF,1
10.1145/2801040.2801054,2015,LDAV,1
10.1145/2801040.2801054,2015,Information Visualization,1
10.1145/2801040.2801054,2015,ISCA,1
10.1145/2801040.2801054,2015,AAAI,1
10.1145/2801040.2801054,2015,CHI,1
10.1145/2801040.2801054,2015,EuroVis,1
10.1145/2801040.2801054,2015,CIKM,1
10.1145/2801040.2801043,2015,,13
10.1145/2801040.2801043,2015,LNCS,1
10.1145/2801040.2801043,2015,GI,1
10.1145/2801040.2801043,2015,SIGGRAPH,1
10.1145/2801040.2801055,2015,,21
10.1145/2801040.2801055,2015,GI,4
10.1145/2801040.2801055,2015,ICSE,3
10.1145/2801040.2801055,2015,Information Visualization,1
10.1145/2801040.2801055,2015,ISVC,1
10.1145/2801040.2801057,2015,VIS,5
10.1145/2801040.2801057,2015,CHI,4
10.1145/2801040.2801057,2015,,21
10.1145/2801040.2801057,2015,TOG,1
10.1145/2801040.2801057,2015,EuroVis,2
10.1145/2801040.2801057,2015,ISVC,1
10.1145/2801040.2801048,2015,IV,2
10.1145/2801040.2801048,2015,EuroVis,1
10.1145/2801040.2801048,2015,,13
10.1145/2801040.2801048,2015,GD,3
10.1145/2801040.2801048,2015,VINCI,1
10.1145/2801040.2801048,2015,InfoVis,1
10.1145/2801040.2801048,2015,Information Visualization,1
10.1145/2801040.2801048,2015,TVCG,1
10.1145/2801040.2801048,2015,PacificVis,1
10.1145/2801040.2801048,2015,CHI,2
10.1145/2801040.2801048,2015,SMC,1
10.1145/2801040.2801048,2015,CGF,1
10.1145/2801040.2801053,2015,,15
10.1145/2801040.2801053,2015,GD,5
10.1145/2801040.2801053,2015,AAAI,1
10.1145/2801040.2801053,2015,PacificVis,2
10.1145/2801040.2801053,2015,TVCG,6
10.1145/2801040.2801053,2015,CGF,1
10.1145/2801040.2801053,2015,InfoVis,1
10.1145/2801040.2801053,2015,Information Visualization,1
10.1145/2801040.2801059,2015,,25
10.1145/2801040.2801059,2015,GD,4
10.1145/2801040.2801059,2015,VIS,1
10.1145/2801040.2801059,2015,VINCI,1
10.1145/2801040.2801059,2015,PacificVis,2
10.1145/2801040.2801059,2015,IV,2
10.1145/2801040.2801059,2015,GI,1
10.1145/2801040.2801059,2015,InfoVis,1
10.1145/2801040.2801046,2015,,15
10.1145/2801040.2801046,2015,SIGGRAPH,8
10.1145/2801040.2801046,2015,VINCI,1
10.1145/2801040.2801046,2015,MM,1
10.1145/2801040.2801046,2015,CADCG,1
10.1145/2801040.2801046,2015,CHI,1
10.1145/2801040.2801046,2015,TOG,2
10.1145/2801040.2801046,2015,ICIP,1
10.1145/2801040.2801046,2015,CG&A,1
10.1145/2801040.2801046,2015,CGF,2
10.1145/2801040.2801046,2015,JOV,1
10.1145/2801040.2801044,2015,,4
10.1145/2801040.2801044,2015,SMC,1
10.1145/2801040.2801044,2015,ACL,2
10.1145/2801040.2801051,2015,,37
10.1145/2801040.2801051,2015,GI,1
10.1145/2801040.2801058,2015,,41
10.1145/2801040.2801058,2015,ISMAR,3
10.1145/2801040.2801058,2015,SMC,1
10.1145/2801040.2801058,2015,SIGGRAPH,2
10.1145/2801040.2801058,2015,ACM Multimedia,1
10.1145/2801040.2801058,2015,CVPR,1
10.1145/2801040.2801058,2015,ICRA,1
10.1145/2801040.2801058,2015,GI,1
10.1145/2801040.2801058,2015,CHI,1
10.1145/2801040.2801052,2015,,19
10.1145/2801040.2801052,2015,VAST,2
10.1145/2801040.2801052,2015,GI,3
10.1145/2801040.2801052,2015,TOG,1
10.1145/2801040.2801061,2015,GI,2
10.1145/2801040.2801061,2015,,22
10.1145/2801040.2801061,2015,CGF,2
10.1145/2801040.2801061,2015,IJHCS,1
10.1145/2801040.2801061,2015,VAST,3
10.1145/2801040.2801061,2015,IV,1
10.1145/2801040.2801061,2015,VIS,9
10.1145/2801040.2801061,2015,PacificVis,1
10.1145/2801040.2801061,2015,TVCG,3
10.1145/2801040.2801061,2015,CHI,1
10.1145/2801040.2801061,2015,TOG,1
10.1145/2801040.2801041,2015,,7
10.1145/2801040.2801041,2015,CHI,1
10.1145/2801040.2801041,2015,PacificVis,1
10.1145/2801040.2801041,2015,VIS,1
10.1145/2801040.2801041,2015,VINCI,1
10.1145/2801040.2801041,2015,CGF,1
10.1145/2801040.2801041,2015,ITS,1
10.1145/2801040.2801049,2015,TVCG,1
10.1145/2801040.2801049,2015,GI,1
10.1145/2801040.2801049,2015,WSCG,1
10.1145/2801040.2801049,2015,UIST,1
10.1145/2801040.2801049,2015,CHI,2
10.1145/2801040.2801049,2015,,4
10.1145/2801040.2801063,2015,,8
10.1145/2801040.2801063,2015,MM,1
10.1145/2801040.2801063,2015,ACM Multimedia,4
10.1145/2801040.2801063,2015,CHI,4
10.1145/2801040.2801063,2015,Journal of Visual Languages & Computing,1
10.1145/2801040.2801063,2015,ICPR,1
10.1145/2801040.2801063,2015,ICCV,1
10.1145/2801040.2801062,2015,,33
10.1145/2801040.2801062,2015,GI,5
10.1145/2801040.2801062,2015,PacificVis,1
10.1145/2801040.2801062,2015,JVLC,1
10.1145/2801040.2801062,2015,TVCG,2
10.1145/2801040.2801045,2015,,17
10.1145/2801040.2801045,2015,CHI,5
10.1145/2801040.2801045,2015,VIS,4
10.1145/2801040.2801045,2015,LDAV,1
10.1145/2801040.2801045,2015,CGF,1
10.1145/2801040.2801056,2015,TVCG,2
10.1145/2801040.2801056,2015,,14
10.1145/2801040.2801056,2015,VINCI,1
10.1145/2801040.2801056,2015,GD,1
10.1145/2801040.2801056,2015,VIS,1
10.1145/2801040.2801056,2015,VL/HCC,1
10.1145/2801040.2801056,2015,CHI,2
10.1145/2801040.2801056,2015,InfoVis,3
10.1145/2801040.2801064,2015,,8
10.1145/2801040.2801064,2015,VL/HCC,1
10.1145/2801040.2801064,2015,GD,1
10.1145/2801040.2801064,2015,TVCG,1
10.1145/2801040.2801042,2015,,1
10.1145/2801040.2801047,2015,,5
10.1145/2801040.2801047,2015,CHI,1
10.1145/2801040.2801047,2015,GI,1
10.1145/2801040.2801050,2015,,3
10.1145/2801040.2801050,2015,LNCS,1
10.1145/2801040.2801060,2015,,5
